,Year,Course ID,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate,Course
6518,2018,06714,6.0,4.0,3.67,5.0,4.67,4.67,4.33,06-714
6519,2018,06720,12.13,4.88,4.38,4.94,4.94,4.94,4.81,06-720
6520,2018,06722,5.0,5.0,5.0,5.0,5.0,5.0,5.0,06-722
6521,2018,06802,11.14,4.29,4.0,4.29,4.57,4.29,4.43,06-802
6522,2018,06802,11.5,4.17,3.67,3.83,4.67,4.17,3.67,06-802
6523,2018,06805,8.33,4.89,4.89,5.0,5.0,5.0,5.0,06-805
6524,2018,39245,5.64,4.86,4.14,4.0,4.93,4.43,4.36,39-245
6525,2018,39402,8.25,5.0,4.92,4.83,5.0,5.0,5.0,39-402
6526,2018,39402,8.0,5.0,5.0,5.0,5.0,5.0,5.0,39-402
6527,2018,39603,9.0,4.67,4.33,4.33,4.67,4.33,4.67,39-603
6528,2018,39603,9.0,4.67,3.67,4.33,4.67,4.33,4.67,39-603
6529,2018,39603,9.0,5.0,4.0,4.33,5.0,5.0,4.67,39-603
6530,2018,39606,11.0,2.0,3.0,3.0,3.0,3.0,2.0,39-606
6531,2018,39611,8.3,4.77,4.5,4.53,4.6,4.6,4.5,39-611
6532,2018,39612,12.1,4.15,3.55,4.4,4.8,4.5,4.35,39-612
6533,2018,39802,13.0,5.0,3.67,4.67,5.0,4.67,4.67,39-802
6534,2018,39802,13.0,4.67,5.0,5.0,5.0,5.0,5.0,39-802
6535,2018,99236,5.67,4.67,4.11,4.44,4.44,4.0,4.22,99-236
6536,2018,99236,5.43,5.0,4.25,4.88,4.75,4.63,4.38,99-236
6537,2018,99352,5.0,4.67,4.67,4.67,4.67,5.0,5.0,99-352
6538,2018,99352,6.0,5.0,5.0,5.0,5.0,5.0,5.0,99-352
6539,2018,99353,3.5,4.0,4.0,5.0,5.0,4.0,4.5,99-353
6540,2018,99353,3.5,4.0,4.0,5.0,5.0,4.0,4.5,99-353
6541,2018,99353,5.0,4.0,4.0,3.0,3.0,3.0,3.0,99-353
6542,2018,99353,5.0,4.0,3.0,2.0,2.0,2.0,2.0,99-353
6543,2018,99355,3.2,4.4,4.4,4.5,5.0,4.75,4.6,99-355
6544,2018,99355,6.8,5.0,4.6,4.8,5.0,4.8,4.6,99-355
6545,2018,99357,3.5,5.0,4.5,4.5,5.0,4.75,4.5,99-357
6546,2018,99357,3.5,5.0,4.5,4.5,5.0,4.5,4.5,99-357
6547,2018,99358,8.0,5.0,4.75,4.5,5.0,4.25,4.75,99-358
6548,2018,99358,5.0,4.67,5.0,4.33,4.67,4.67,4.67,99-358
6549,2018,99359,4.0,4.67,4.67,4.67,5.0,4.67,4.67,99-359
6550,2018,99359,3.8,4.6,4.6,4.6,5.0,4.8,4.6,99-359
6551,2018,99360,5.0,5.0,4.5,4.5,5.0,4.5,4.5,99-360
6552,2018,99360,5.0,5.0,5.0,4.5,5.0,5.0,5.0,99-360
6553,2018,99361,7.5,4.83,4.5,4.5,4.5,4.83,4.83,99-361
6554,2018,99361,4.14,3.86,3.57,3.0,4.43,3.57,3.57,99-361
6555,2018,99361,8.0,4.5,4.5,3.5,4.5,4.0,3.5,99-361
6556,2018,99361,6.0,3.67,3.33,3.67,4.33,3.33,2.0,99-361
6557,2018,09101,7.77,4.31,4.15,4.31,4.69,4.31,4.08,09-101
6558,2018,09101,9.24,4.03,3.76,3.97,4.21,3.86,3.31,09-101
6559,2018,09101,8.5,4.06,3.69,3.75,4.06,3.88,3.31,09-101
6560,2018,09105,11.49,3.59,3.22,3.2,3.58,3.08,2.88,09-105
6561,2018,09106,8.98,4.1,3.88,3.92,4.32,3.91,3.8,09-106
6562,2018,09106,10.33,5.0,4.52,4.81,4.9,4.6,4.52,09-106
6563,2018,09106,8.92,4.34,4.16,4.21,4.21,4.21,3.9,09-106
6564,2018,09204,3.33,4.89,4.44,4.44,4.78,4.78,4.33,09-204
6565,2018,09204,2.43,4.71,4.43,4.29,4.57,4.43,4.0,09-204
6566,2018,09208,10.75,4.03,3.88,4.34,4.63,4.16,4.03,09-208
6567,2018,09218,7.39,4.77,4.48,4.84,4.86,4.77,4.8,09-218
6568,2018,09220,10.0,4.78,4.39,4.5,4.83,4.61,4.44,09-220
6569,2018,09221,16.53,4.38,3.75,4.35,3.94,4.13,4.03,09-221
6570,2018,09222,13.3,4.25,3.4,4.5,4.6,4.05,3.95,09-222
6571,2018,09224,2.6,5.0,4.6,5.0,5.0,4.8,4.8,09-224
6572,2018,09322,9.88,4.38,3.38,4.5,4.5,4.0,3.75,09-322
6573,2018,09322,9.88,4.63,3.38,4.5,4.88,4.13,4.0,09-322
6574,2018,09331,8.0,5.0,4.0,4.67,4.67,4.0,3.67,09-331
6575,2018,09345,7.67,4.0,3.78,4.0,4.89,3.89,3.78,09-345
6576,2018,09348,6.57,3.4,2.98,3.21,4.17,3.1,3.19,09-348
6577,2018,09502,9.5,4.5,4.5,4.5,5.0,4.5,4.5,09-502
6578,2018,09507,5.0,4.0,3.0,4.0,5.0,4.0,4.0,09-507
6579,2018,09510,5.6,5.0,4.6,5.0,4.75,4.5,4.6,09-510
6580,2018,09701,7.0,4.67,4.33,5.0,5.0,5.0,5.0,09-701
6581,2018,09707,8.0,4.33,4.67,4.83,4.83,4.67,4.83,09-707
6582,2018,09710,6.5,4.88,4.25,4.63,4.38,4.38,4.75,09-710
6583,2018,09714,8.6,4.8,4.2,4.4,5.0,4.6,4.8,09-714
6584,2018,09716,8.0,5.0,4.5,5.0,5.0,5.0,5.0,09-716
6585,2018,09737,5.6,4.8,4.2,4.6,5.0,4.8,4.6,09-737
6586,2018,09741,12.7,4.7,4.8,4.7,4.9,4.9,4.9,09-741
6587,2018,09760,9.5,4.3,4.5,4.2,4.6,3.9,4.1,09-760
6588,2018,09860,8.6,4.8,4.6,4.6,5.0,4.8,4.8,09-860
6589,2018,09860,7.5,5.0,4.83,4.83,5.0,4.83,4.83,09-860
6590,2018,86375,8.0,4.0,3.6,3.6,4.0,3.2,3.6,86-375
6591,2018,86675,8.0,5.0,5.0,4.5,5.0,5.0,5.0,86-675
6592,2018,93732,9.57,4.62,4.52,4.81,4.81,4.71,4.57,93-732
6593,2018,93751,6.86,3.76,2.76,3.05,4.14,3.24,2.86,93-751
6594,2018,93765,2.0,3.0,5.0,4.0,5.0,5.0,4.0,93-765
6595,2018,93765,2.0,3.0,4.0,4.0,5.0,4.0,4.0,93-765
6596,2018,93804,5.0,5.0,4.0,5.0,4.67,4.67,5.0,93-804
6597,2018,93807,4.45,3.18,2.55,3.45,3.82,2.55,2.18,93-807
6598,2018,93812,3.88,3.88,2.0,2.88,4.25,2.38,2.25,93-812
6599,2018,93815,8.62,4.67,4.43,4.33,4.67,4.43,4.19,93-815
6600,2018,93816,4.0,3.33,2.33,2.0,2.33,2.33,2.0,93-816
6601,2018,93821,10.37,4.58,4.11,3.79,4.32,4.05,3.58,93-821
6602,2018,93826,5.82,4.23,4.0,4.36,4.55,4.32,4.18,93-826
6603,2018,93827,8.0,2.5,2.5,2.75,2.0,1.75,1.75,93-827
6604,2018,93827,9.0,2.71,2.71,2.43,3.29,2.0,2.29,93-827
6605,2018,93840,5.0,4.5,4.0,3.5,5.0,4.0,3.5,93-840
6606,2018,93844,6.92,4.62,3.54,3.92,4.69,3.77,3.69,93-844
6607,2018,93846,5.0,4.5,3.5,3.0,4.5,3.5,3.5,93-846
6608,2018,15110,15.0,3.83,3.64,4.27,4.82,4.09,3.55,15-110
6609,2018,15110,10.19,4.69,4.14,4.64,4.6,4.59,4.45,15-110
6610,2018,15110,15.09,4.0,3.82,4.36,4.55,4.27,3.55,15-110
6611,2018,15110,9.43,4.7,4.33,4.56,4.65,4.58,4.51,15-110
6612,2018,15112,11.61,4.88,4.39,4.72,4.67,4.61,4.67,15-112
6613,2018,15112,16.02,4.2,3.82,4.05,4.49,3.92,4.23,15-112
6614,2018,15112,15.96,4.13,3.83,4.02,4.34,3.97,4.16,15-112
6615,2018,15121,9.0,4.44,4.44,4.67,4.44,4.56,4.56,15-121
6616,2018,15122,13.54,3.83,3.45,3.65,3.83,3.51,3.84,15-122
6617,2018,15122,18.95,4.85,4.2,4.7,4.75,4.8,4.4,15-122
6618,2018,15122,13.17,4.29,3.73,3.82,4.6,3.79,3.87,15-122
6619,2018,15122,13.26,3.77,3.5,3.69,3.87,3.49,3.72,15-122
6620,2018,15122,12.0,3.92,3.83,3.75,4.17,4.0,3.92,15-122
6621,2018,15150,11.56,4.52,4.1,4.43,4.72,4.34,4.37,15-150
6622,2018,15150,10.68,4.46,4.26,4.35,4.59,4.41,4.31,15-150
6623,2018,15150,11.43,4.71,4.86,4.71,5.0,4.57,4.71,15-150
6624,2018,15150,11.86,4.93,4.71,4.79,5.0,4.71,4.79,15-150
6625,2018,15210,15.11,4.56,4.11,4.56,4.78,4.33,4.11,15-210
6626,2018,15210,12.48,3.45,3.09,3.01,4.06,3.03,3.54,15-210
6627,2018,15210,12.43,4.16,3.72,3.97,4.25,3.96,3.58,15-210
6628,2018,15213,14.08,4.19,3.79,3.88,4.46,3.92,4.03,15-213
6629,2018,15213,14.05,4.19,3.81,4.21,4.4,4.24,4.1,15-213
6630,2018,15251,14.7,3.84,3.54,3.45,4.34,3.52,4.32,15-251
6631,2018,15251,14.64,4.86,4.61,4.82,4.82,4.84,4.6,15-251
6632,2018,15251,17.22,4.89,4.44,4.67,5.0,4.89,4.44,15-251
6633,2018,15252,3.8,4.0,4.0,3.93,4.29,4.07,4.47,15-252
6634,2018,15252,3.6,4.67,4.13,4.8,4.67,4.73,4.6,15-252
6635,2018,15294,9.67,3.83,3.67,4.17,4.17,4.33,3.83,15-294
6636,2018,15295,5.0,4.0,4.09,3.82,4.45,4.09,4.33,15-295
6637,2018,15312,17.0,5.0,5.0,5.0,5.0,5.0,5.0,15-312
6638,2018,15312,13.88,4.58,4.04,4.08,4.96,4.13,4.04,15-312
6639,2018,15316,11.09,4.73,4.36,4.09,4.91,4.27,4.0,15-316
6640,2018,15319,22.4,4.0,3.4,4.2,4.4,4.2,4.0,15-319
6641,2018,15323,7.45,4.36,4.18,4.18,4.36,4.09,4.27,15-323
6642,2018,15351,8.92,4.38,4.08,4.46,4.77,4.38,4.0,15-351
6643,2018,15359,12.23,5.0,4.82,5.0,4.95,5.0,4.95,15-359
6644,2018,15359,12.09,4.5,4.32,4.27,4.55,4.23,4.5,15-359
6645,2018,15387,10.63,4.63,4.43,4.38,4.88,4.13,4.25,15-387
6646,2018,15388,12.23,4.35,3.68,4.29,4.65,4.23,3.81,15-388
6647,2018,15390,7.4,3.8,3.6,3.2,4.0,3.8,3.4,15-390
6648,2018,15390,6.0,4.26,4.26,4.0,4.0,4.04,3.78,15-390
6649,2018,15390,6.09,3.95,4.05,3.95,4.05,3.95,3.77,15-390
6650,2018,15394,7.18,4.09,3.45,3.64,4.0,3.64,3.64,15-394
6651,2018,15400,11.0,4.86,4.86,4.71,4.86,4.86,4.71,15-400
6652,2018,15400,11.0,4.83,4.83,4.83,4.83,4.83,4.83,15-400
6653,2018,15410,25.2,4.4,4.22,3.78,4.67,3.78,4.56,15-410
6654,2018,15410,25.2,4.8,4.2,4.9,4.7,4.78,4.7,15-410
6655,2018,15415,12.5,4.0,3.0,4.0,4.5,3.5,4.0,15-415
6656,2018,15417,8.86,4.86,4.71,5.0,4.57,4.86,4.86,15-417
6657,2018,15418,13.97,3.65,3.24,3.44,3.88,3.15,3.38,15-418
6658,2018,15418,13.8,4.37,3.68,4.12,4.12,4.09,3.41,15-418
6659,2018,15440,14.26,4.37,3.96,4.26,4.56,4.19,4.07,15-440
6660,2018,15440,14.25,4.57,3.86,4.32,4.61,4.21,4.04,15-440
6661,2018,15440,14.25,4.36,3.82,4.14,4.39,4.07,3.96,15-440
6662,2018,15441,17.5,4.5,4.5,5.0,5.0,5.0,4.5,15-441
6663,2018,15451,11.86,4.58,4.33,4.3,4.73,4.32,4.33,15-451
6664,2018,15451,11.88,4.72,4.43,4.7,4.85,4.66,4.4,15-451
6665,2018,15455,9.8,4.37,4.02,4.43,4.63,4.43,4.13,15-455
6666,2018,15462,13.2,3.5,3.1,3.4,4.6,3.2,3.2,15-462
6667,2018,15465,9.5,4.0,4.0,3.0,4.0,3.5,3.5,15-465
6668,2018,15465,9.5,4.0,4.5,3.0,4.0,3.5,3.5,15-465
6669,2018,15487,11.25,5.0,4.75,4.75,5.0,5.0,4.5,15-487
6670,2018,15494,9.5,4.5,2.6,4.0,4.0,3.83,4.17,15-494
6671,2018,15503,5.0,4.0,3.5,5.0,5.0,4.5,4.0,15-503
6672,2018,15513,16.45,4.73,4.73,4.91,4.91,4.91,4.91,15-513
6673,2018,15513,16.45,4.73,4.64,4.64,4.64,4.73,4.73,15-513
6674,2018,15513,16.45,4.64,4.64,4.64,4.55,4.64,4.64,15-513
6675,2018,15539,9.71,4.43,3.86,3.71,4.14,4.14,3.71,15-539
6676,2018,15605,24.11,4.67,4.44,4.56,4.67,4.56,4.78,15-605
6677,2018,15605,24.11,4.89,4.56,4.78,4.78,4.67,4.89,15-605
6678,2018,15618,17.23,3.88,3.5,3.65,3.62,3.31,4.08,15-618
6679,2018,15618,17.0,4.42,4.44,4.56,4.48,4.48,4.52,15-618
6680,2018,15619,26.03,4.22,4.19,4.25,4.34,4.28,4.44,15-619
6681,2018,15619,27.0,3.75,2.75,3.5,4.38,3.75,4.13,15-619
6682,2018,15619,23.55,4.27,3.91,4.18,4.14,4.05,4.36,15-619
6683,2018,15619,23.64,4.93,4.21,4.79,4.71,4.86,4.86,15-619
6684,2018,15623,9.5,4.5,4.5,4.25,4.75,4.5,5.0,15-623
6685,2018,15640,16.29,4.93,4.82,4.91,4.89,4.91,4.82,15-640
6686,2018,15640,16.37,4.61,4.33,4.43,4.7,4.46,4.39,15-640
6687,2018,15640,16.24,4.59,4.51,4.56,4.69,4.56,4.47,15-640
6688,2018,15649,9.5,5.0,5.0,5.0,5.0,5.0,5.0,15-649
6689,2018,15649,9.5,5.0,5.0,5.0,5.0,5.0,5.0,15-649
6690,2018,15650,9.82,4.41,4.0,4.29,4.65,4.18,4.18,15-650
6691,2018,15651,16.56,5.0,4.94,4.81,5.0,5.0,4.88,15-651
6692,2018,15651,16.38,4.75,4.94,4.75,4.93,4.75,4.75,15-651
6693,2018,15659,13.0,4.33,4.33,4.33,4.67,4.0,5.0,15-659
6694,2018,15659,13.0,5.0,5.0,5.0,5.0,5.0,5.0,15-659
6695,2018,15661,4.0,3.67,3.33,3.67,3.67,3.67,3.33,15-661
6696,2018,15661,4.0,3.0,3.33,3.0,3.67,3.33,3.33,15-661
6697,2018,15662,16.13,4.0,3.31,3.75,4.69,3.63,4.19,15-662
6698,2018,15688,15.67,4.3,4.03,4.48,4.44,4.33,4.24,15-688
6699,2018,15688,18.27,4.41,4.14,4.38,4.51,4.36,4.26,15-688
6700,2018,15688,17.7,4.26,3.91,4.35,4.57,4.35,4.33,15-688
6701,2018,15689,15.5,5.0,5.0,5.0,5.0,5.0,5.0,15-689
6702,2018,15689,15.5,5.0,5.0,5.0,5.0,5.0,5.0,15-689
6703,2018,15694,11.0,4.0,3.0,4.0,5.0,4.0,4.0,15-694
6704,2018,15719,15.02,4.6,4.47,4.44,4.65,4.44,4.47,15-719
6705,2018,15719,14.84,4.69,4.49,4.58,4.8,4.62,4.51,15-719
6706,2018,15719,15.02,4.6,4.51,4.51,4.58,4.53,4.49,15-719
6707,2018,15721,12.68,4.94,4.87,4.94,4.97,4.94,4.9,15-721
6708,2018,15740,12.11,4.67,3.78,4.44,5.0,4.56,4.33,15-740
6709,2018,15744,8.86,4.14,4.0,4.67,4.67,4.33,4.17,15-744
6710,2018,15745,10.07,4.53,4.27,4.6,4.87,4.47,4.47,15-745
6711,2018,15750,7.33,3.56,3.22,3.33,4.56,3.11,3.11,15-750
6712,2018,15780,13.49,4.43,4.34,4.4,4.57,4.4,4.23,15-780
6713,2018,15780,13.33,4.56,4.31,4.64,4.72,4.66,4.22,15-780
6714,2018,15812,10.0,4.0,4.0,4.2,4.6,3.8,3.8,15-812
6715,2018,15819,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15-819
6716,2018,15819,8.0,5.0,4.25,5.0,5.0,5.0,4.75,15-819
6717,2018,15827,8.23,3.69,3.46,4.0,4.85,3.92,4.0,15-827
6718,2018,15853,9.64,3.91,3.64,4.09,4.64,3.91,3.91,15-853
6719,2018,51102,19.58,4.61,4.58,4.55,4.55,4.58,4.56,51-102
6720,2018,51102,19.48,4.42,4.27,4.33,4.55,4.33,4.55,51-102
6721,2018,51102,19.58,4.44,4.58,4.52,4.67,4.5,4.56,51-102
6722,2018,51122,18.59,4.5,4.56,4.06,4.34,4.31,4.09,51-122
6723,2018,51122,18.59,4.31,4.38,4.19,4.53,4.25,4.22,51-122
6724,2018,51132,6.0,5.0,4.67,5.0,5.0,5.0,5.0,51-132
6725,2018,51132,6.5,4.5,3.38,4.13,4.63,4.38,4.38,51-132
6726,2018,51134,5.43,4.5,4.07,4.14,4.21,4.07,3.93,51-134
6727,2018,51134,6.39,4.28,4.44,4.17,3.89,3.94,4.0,51-134
6728,2018,51172,5.77,3.51,3.14,3.66,3.4,3.14,3.57,51-172
6729,2018,51172,5.86,4.6,4.4,4.31,4.83,4.43,3.94,51-172
6730,2018,51208,5.2,4.27,3.93,4.27,4.73,4.13,3.87,51-208
6731,2018,51208,5.2,3.8,3.67,3.6,4.4,3.6,3.67,51-208
6732,2018,51228,13.8,4.55,4.67,4.33,4.19,4.52,4.38,51-228
6733,2018,51231,7.0,4.33,5.0,4.0,5.0,4.33,4.33,51-231
6734,2018,51232,6.0,4.33,4.33,4.67,5.0,4.5,4.67,51-232
6735,2018,51236,7.54,4.62,4.85,4.69,4.77,4.69,4.62,51-236
6736,2018,51239,9.33,4.48,4.15,4.43,4.62,4.48,4.05,51-239
6737,2018,51248,17.33,4.67,4.83,4.67,4.67,4.83,4.83,51-248
6738,2018,51248,17.33,5.0,4.83,4.83,4.83,4.83,5.0,51-248
6739,2018,51249,12.4,5.0,5.0,5.0,5.0,5.0,5.0,51-249
6740,2018,51264,9.13,4.25,4.13,4.38,4.5,4.0,4.0,51-264
6741,2018,51268,11.0,5.0,4.67,5.0,5.0,5.0,4.0,51-268
6742,2018,51269,14.0,5.0,5.0,4.67,5.0,5.0,4.0,51-269
6743,2018,51272,5.39,3.22,2.74,3.48,3.48,3.0,3.09,51-272
6744,2018,51322,6.88,4.75,4.5,4.75,4.63,4.75,4.75,51-322
6745,2018,51328,9.0,5.0,5.0,5.0,5.0,5.0,5.0,51-328
6746,2018,51330,16.67,4.33,3.78,3.67,4.67,3.89,3.89,51-330
6747,2018,51332,8.0,4.0,4.0,3.0,5.0,3.0,3.0,51-332
6748,2018,51336,4.0,4.33,4.0,4.33,4.0,4.33,4.0,51-336
6749,2018,51347,7.14,5.0,4.86,4.71,5.0,5.0,4.86,51-347
6750,2018,51350,15.0,4.25,4.25,4.25,4.25,4.25,4.5,51-350
6751,2018,51360,16.43,5.0,4.71,4.71,5.0,4.83,4.83,51-360
6752,2018,51362,7.67,3.89,3.67,4.0,4.11,3.67,3.78,51-362
6753,2018,51364,6.5,5.0,5.0,5.0,5.0,5.0,5.0,51-364
6754,2018,51368,8.0,4.71,4.43,4.29,4.86,4.71,4.57,51-368
6755,2018,51372,5.43,4.43,4.08,4.36,4.64,4.36,3.43,51-372
6756,2018,51372,5.43,3.79,3.57,3.5,4.5,3.36,3.36,51-372
6757,2018,51372,5.64,4.0,3.07,3.86,3.93,3.57,3.57,51-372
6758,2018,51376,6.0,4.67,3.67,4.0,5.0,4.67,4.0,51-376
6759,2018,51378,10.0,5.0,5.0,5.0,5.0,5.0,4.67,51-378
6760,2018,51384,5.0,4.25,4.5,4.25,4.5,4.25,4.25,51-384
6761,2018,51384,6.5,4.25,4.25,4.5,4.5,4.25,4.25,51-384
6762,2018,51385,10.4,4.3,4.2,3.7,4.5,3.78,3.8,51-385
6763,2018,51385,10.7,4.3,3.44,3.7,4.5,3.6,3.8,51-385
6764,2018,51396,11.0,5.0,5.0,5.0,5.0,5.0,5.0,51-396
6765,2018,51400,7.0,5.0,4.67,4.33,4.67,5.0,5.0,51-400
6766,2018,51400,7.0,4.67,4.67,4.67,5.0,4.67,5.0,51-400
6767,2018,51426,4.25,5.0,4.5,4.25,4.5,4.25,4.5,51-426
6768,2018,51434,18.75,4.75,4.0,4.5,4.25,4.75,4.5,51-434
6769,2018,51452,8.0,5.0,4.5,5.0,5.0,5.0,5.0,51-452
6770,2018,51460,9.8,4.4,4.4,4.2,3.2,4.2,4.2,51-460
6771,2018,51474,6.0,4.33,3.33,4.33,4.67,4.33,4.67,51-474
6772,2018,51480,12.76,4.0,3.76,3.71,3.9,3.9,3.52,51-480
6773,2018,51480,12.76,4.19,3.57,3.67,3.67,3.81,3.48,51-480
6774,2018,51486,6.5,5.0,5.0,4.5,5.0,5.0,5.0,51-486
6775,2018,51499,14.0,5.0,5.0,5.0,5.0,5.0,5.0,51-499
6776,2018,51499,11.0,5.0,5.0,5.0,5.0,5.0,5.0,51-499
6777,2018,51612,20.29,5.0,5.0,4.71,5.0,4.86,4.86,51-612
6778,2018,51612,20.29,5.0,5.0,4.71,4.86,4.86,4.86,51-612
6779,2018,51626,8.5,5.0,4.33,3.83,5.0,4.17,3.5,51-626
6780,2018,51672,3.5,4.0,2.5,5.0,4.5,4.5,4.5,51-672
6781,2018,51702,8.6,4.4,4.4,4.6,5.0,4.6,4.8,51-702
6782,2018,51702,8.6,4.6,4.6,4.6,5.0,4.8,4.8,51-702
6783,2018,51712,18.12,3.75,3.24,3.29,4.35,3.41,3.18,51-712
6784,2018,51744,7.17,3.37,3.11,3.63,4.16,3.32,3.21,51-744
6785,2018,51764,14.0,5.0,5.0,5.0,5.0,5.0,5.0,51-764
6786,2018,51782,7.0,3.89,3.89,3.67,4.56,3.67,3.44,51-782
6787,2018,51785,10.75,3.25,2.94,2.6,3.73,3.07,2.44,51-785
6788,2018,51785,10.75,3.13,2.38,2.56,4.0,2.69,2.44,51-785
6789,2018,51796,6.0,4.33,4.33,4.67,5.0,4.33,4.33,51-796
6790,2018,51828,11.07,5.0,4.86,4.77,5.0,4.85,4.71,51-828
6791,2018,51831,9.06,4.41,3.88,4.65,4.88,4.35,4.41,51-831
6792,2018,51834,17.5,5.0,5.0,5.0,5.0,5.0,5.0,51-834
6793,2018,51836,11.0,5.0,5.0,5.0,5.0,5.0,5.0,51-836
6794,2018,51860,7.0,3.67,4.33,3.0,5.0,2.67,3.33,51-860
6795,2018,51874,9.29,4.43,4.29,4.57,4.71,4.43,4.29,51-874
6796,2018,51884,8.21,4.64,4.57,4.43,5.0,4.57,4.5,51-884
6797,2018,51884,7.14,4.79,4.64,4.64,4.93,4.71,4.43,51-884
6798,2018,51886,10.62,5.0,4.62,4.85,4.92,4.85,4.46,51-886
6799,2018,51924,27.0,4.0,4.0,4.0,4.0,4.0,4.0,51-924
6800,2018,51924,27.0,4.0,4.0,4.0,4.0,4.0,4.0,51-924
6801,2018,51954,27.0,4.0,4.0,4.0,4.0,4.0,4.0,51-954
6802,2018,51954,27.0,4.0,4.0,4.0,4.0,4.0,4.0,51-954
6803,2018,51984,27.0,4.0,4.0,4.0,4.0,4.0,4.0,51-984
6804,2018,51984,27.0,4.0,4.0,4.0,4.0,4.0,,51-984
6805,2018,54012,2.0,3.0,2.67,3.67,4.33,3.0,4.67,54-012
6806,2018,54102,11.0,4.5,4.0,4.5,4.0,4.5,4.5,54-102
6807,2018,54102,13.5,5.0,5.0,5.0,5.0,5.0,4.75,54-102
6808,2018,54102,14.8,2.8,1.6,2.6,3.0,2.0,2.6,54-102
6809,2018,54104,6.2,5.0,4.8,4.8,5.0,5.0,5.0,54-104
6810,2018,54104,3.0,5.0,5.0,5.0,5.0,5.0,5.0,54-104
6811,2018,54106,4.25,5.0,5.0,5.0,5.0,5.0,5.0,54-106
6812,2018,54106,6.8,5.0,5.0,5.0,5.0,5.0,5.0,54-106
6813,2018,54108,10.29,5.0,5.0,5.0,4.57,5.0,5.0,54-108
6814,2018,54108,6.2,5.0,5.0,5.0,4.8,5.0,4.8,54-108
6815,2018,54117,2.0,3.5,3.0,2.5,3.5,3.0,4.5,54-117
6816,2018,54117,2.0,4.0,4.0,3.0,3.0,3.0,4.0,54-117
6817,2018,54117,3.5,4.5,4.5,4.0,4.0,4.0,4.5,54-117
6818,2018,54122,8.0,4.33,4.33,4.33,3.67,4.33,4.33,54-122
6819,2018,54124,5.0,5.0,5.0,5.0,5.0,5.0,5.0,54-124
6820,2018,54124,6.0,5.0,5.0,5.0,5.0,5.0,4.67,54-124
6821,2018,54126,2.0,3.67,4.33,4.0,3.33,3.67,3.33,54-126
6822,2018,54136,7.25,5.0,5.0,5.0,5.0,5.0,5.0,54-136
6823,2018,54152,13.88,4.07,3.07,4.27,4.07,4.0,4.0,54-152
6824,2018,54158,8.21,4.21,3.93,4.57,3.86,4.14,4.43,54-158
6825,2018,54162,10.0,4.67,4.33,3.67,4.67,4.33,4.33,54-162
6826,2018,54166,6.8,5.0,4.2,4.0,4.8,4.6,4.8,54-166
6827,2018,54168,11.0,3.5,1.0,1.0,1.0,1.0,2.0,54-168
6828,2018,54168,11.0,5.0,5.0,5.0,5.0,5.0,5.0,54-168
6829,2018,54170,12.21,4.21,4.5,4.21,3.79,4.29,4.21,54-170
6830,2018,54170,5.0,4.43,4.29,4.64,3.86,4.29,4.5,54-170
6831,2018,54172,20.75,4.44,4.31,4.0,4.75,4.56,4.5,54-172
6832,2018,54176,2.0,4.72,4.4,4.38,4.81,4.46,4.0,54-176
6833,2018,54176,2.12,4.27,4.36,4.4,4.36,4.32,4.08,54-176
6834,2018,54177,4.77,4.46,3.77,4.23,4.62,4.38,3.77,54-177
6835,2018,54177,5.0,4.71,4.24,4.65,4.94,4.76,4.35,54-177
6836,2018,54184,9.2,5.0,5.0,5.0,5.0,5.0,4.8,54-184
6837,2018,54190,5.0,5.0,4.0,4.0,5.0,5.0,5.0,54-190
6838,2018,54190,7.0,4.67,4.33,4.33,4.67,4.33,4.67,54-190
6839,2018,54191,5.0,5.0,4.9,4.9,5.0,4.9,4.9,54-191
6840,2018,54191,5.43,5.0,5.0,5.0,5.0,5.0,5.0,54-191
6841,2018,54191,5.0,5.0,5.0,5.0,5.0,5.0,5.0,54-191
6842,2018,54192,12.5,5.0,4.5,4.75,5.0,4.75,5.0,54-192
6843,2018,54196,2.0,5.0,5.0,5.0,5.0,5.0,5.0,54-196
6844,2018,54200,2.0,4.88,5.0,4.88,5.0,4.88,4.63,54-200
6845,2018,54202,6.5,5.0,4.5,4.0,4.5,5.0,4.5,54-202
6846,2018,54202,12.8,4.2,4.8,4.6,4.8,4.6,4.6,54-202
6847,2018,54204,2.0,5.0,5.0,5.0,5.0,5.0,5.0,54-204
6848,2018,54204,7.25,4.0,4.25,4.25,3.75,4.25,4.25,54-204
6849,2018,54204,4.25,4.75,4.75,4.75,4.75,4.75,4.75,54-204
6850,2018,54204,3.5,3.25,3.5,3.25,2.5,3.25,3.0,54-204
6851,2018,54206,2.0,5.0,5.0,5.0,5.0,5.0,5.0,54-206
6852,2018,54206,4.0,4.67,4.67,4.67,5.0,4.67,4.67,54-206
6853,2018,54208,6.5,4.5,4.0,4.5,4.5,4.25,4.5,54-208
6854,2018,54208,2.0,5.0,4.5,5.0,4.5,5.0,5.0,54-208
6855,2018,54208,7.25,4.5,4.5,4.5,4.25,4.5,4.75,54-208
6856,2018,54208,2.0,5.0,4.5,4.5,4.0,4.0,5.0,54-208
